COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
ASPIRIN	29 day	Middle	460.56342	8.881164	28.065437	59.939186	20.35313	34.14496	4.8934655	135.52403	192.37335	27.28087	6.7205863	0.5441771	17.82916	64.44693	18.88209	25.590197	557.42725	1520.8776	113.60022	179.3063	167.55547	0.23958959	0.09657153	195.8628	54.85136	0.7386362	139.46973	4.755151	109.51202	11.148877	9.12032	5.9809184	3.3929043	1.4132862	1071.8455	251.2733	2610.45	4.3080177
ASPIRIN	29 day	Middle	462.7512	8.880418	28.100336	59.906128	20.352468	34.126354	4.939165	136.38214	192.004	26.899136	6.7228613	0.5387988	18.020699	64.15301	18.902887	25.60056	554.38544	1519.6129	112.978355	178.37077	167.75758	0.24162243	0.09637672	195.5238	54.734352	0.73450077	139.48378	4.7455363	109.66912	11.153679	9.104452	5.964117	3.3835561	1.4143506	1069.5387	250.36436	2619.4412	4.323102
ASPIRIN	29 day	Middle	462.2135	8.928764	28.040844	59.97952	20.360758	34.124653	4.9045506	136.05573	189.18279	26.99587	6.7282615	0.54296064	17.895359	64.19934	18.778492	25.55464	554.8998	1513.7996	113.30613	178.71712	167.81908	0.24014811	0.0966304	194.50034	54.65827	0.73248124	139.4835	4.740823	109.581314	11.156674	9.1137705	5.9869146	3.3908868	1.4159887	1061.063	250.50092	2596.246	4.3159127
ASPIRIN	29 day	Middle	461.78574	8.821714	27.766064	59.992195	20.387638	34.134983	5.008852	136.53185	192.49281	27.266296	6.6788874	0.55272865	17.854631	64.06146	18.742008	25.565475	557.2444	1527.9966	113.59086	180.20067	167.41245	0.24062176	0.09656408	197.03983	54.59207	0.73884314	139.50688	4.734834	109.68325	11.154956	9.218572	5.98622	3.3750687	1.4023612	1067.6798	248.68648	2639.4436	4.321326
ASPIRIN	29 day	Middle	461.70963	8.837839	28.137877	60.021545	20.39585	34.153408	4.886421	134.60757	191.10184	27.169075	6.7437744	0.5432976	17.967682	63.936855	18.860155	25.476797	553.1644	1531.267	112.685684	180.62918	167.1455	0.23756637	0.09630191	196.11589	54.147774	0.7369787	139.53839	4.7463784	109.60231	11.143665	9.155635	5.9825187	3.3880486	1.4014924	1065.5652	249.76878	2637.1687	4.3402653
ASPIRIN	29 day	Middle	464.27264	8.878155	27.92481	60.040337	20.368582	34.129314	4.8494906	134.27588	192.88766	27.465239	6.7746925	0.5425455	17.927729	63.95141	18.968693	25.660166	553.72394	1509.7528	113.692085	180.26901	168.11328	0.24040323	0.09559754	195.61221	55.292946	0.7353893	139.47267	4.7536063	109.50235	11.18353	9.136617	5.977888	3.3877068	1.4092525	1062.8229	248.69533	2630.3774	4.2893395
ASPIRIN	29 day	Middle	459.11273	8.900407	28.138407	59.944527	20.3778	34.146446	4.919074	136.4082	191.30673	27.354637	6.7367506	0.5426441	17.933773	64.56708	18.727436	25.555967	552.5259	1532.2135	113.464905	179.56009	167.34181	0.23901981	0.09658979	197.11195	54.29747	0.7285783	139.51303	4.747813	109.589806	11.166956	9.178794	5.989	3.3956876	1.4092405	1062.1102	250.77043	2608.001	4.3050466
ASPIRIN	29 day	Middle	458.7232	8.86922	27.978882	60.045647	20.39504	34.166973	4.8929644	135.74458	190.52686	27.17039	6.708367	0.54316574	17.899265	64.18369	18.856153	25.548243	556.81104	1518.1287	113.3508	181.47844	166.92825	0.2394255	0.096808486	194.97954	54.396664	0.73889816	139.53268	4.7421975	109.62069	11.15895	9.138637	5.990302	3.3847635	1.4134692	1060.9817	246.94719	2623.8574	4.3159366
ASPIRIN	29 day	Middle	457.0658	8.898908	28.05851	60.01768	20.366507	34.135952	4.8633294	134.95418	192.40573	27.372894	6.722599	0.540321	17.740746	64.1211	18.831484	25.578894	554.73694	1510.0288	114.13743	182.96455	166.71918	0.23913006	0.09600111	195.07481	55.555344	0.7356237	139.49765	4.733473	109.53981	11.187615	9.149246	5.963271	3.3967538	1.416077	1067.7444	248.35538	2644.9106	4.260601
ASPIRIN	29 day	Middle	459.90366	8.852271	28.038488	59.877167	20.35919	34.131912	4.8727183	134.22993	190.4452	27.140799	6.74772	0.53556406	17.943388	64.13129	18.881996	25.588057	556.4912	1502.9961	113.06083	179.80745	166.87453	0.24033953	0.09662038	195.16898	55.302048	0.73359025	139.44853	4.7434025	109.50982	11.162715	9.113456	5.974437	3.3855183	1.4135827	1057.5254	249.80907	2614.4202	4.326129
ASPIRIN	29 day	Middle	463.40295	8.886452	28.036242	60.04283	20.378119	34.154373	4.895716	136.0265	192.3288	27.140379	6.751672	0.5383696	17.95707	64.19659	18.885483	25.72032	553.89716	1517.36	113.64442	180.58398	167.359	0.24089539	0.09644213	195.14317	54.753628	0.73109066	139.50925	4.748824	109.56336	11.176839	9.142349	5.9703627	3.382697	1.4157423	1059.5967	249.24358	2625.3855	4.28899
ASPIRIN	29 day	Middle	464.29724	8.860333	28.067036	59.963875	20.355213	34.108204	4.933588	134.82779	190.90125	27.279264	6.706519	0.54713964	17.699638	64.12178	18.875317	25.559319	554.7323	1516.8528	114.077385	179.74028	167.82884	0.2404664	0.0959128	195.3352	54.906876	0.7390574	139.50168	4.7329254	109.6256	11.184317	9.129908	5.9743466	3.3919187	1.4165956	1057.8959	248.1167	2623.71	4.3331156
ASPIRIN	29 day	Middle	462.833	8.895502	27.86439	60.0592	20.366016	34.15867	4.8995442	134.66971	190.19656	27.056387	6.7506123	0.54126203	18.072622	64.13472	18.899027	25.465961	554.57935	1507.6587	114.35369	179.94676	166.57668	0.2393039	0.0957569	195.45671	55.068146	0.7386645	139.53574	4.7500653	109.521355	11.17784	9.142083	5.9877167	3.396169	1.4166164	1056.4906	248.604	2595.5933	4.3389015
ASPIRIN	29 day	Middle	461.42346	8.805053	28.090645	59.926514	20.377874	34.123627	4.89268	135.70807	189.75441	27.342915	6.6906004	0.5418734	17.869043	64.1314	18.822002	25.615402	553.1188	1516.6134	113.92182	179.27698	167.43877	0.23987326	0.09636984	195.32259	54.258667	0.7355149	139.46521	4.7469506	109.53597	11.170583	9.142775	5.984275	3.3894684	1.4081876	1068.1759	249.67305	2609.643	4.3286157
ASPIRIN	29 day	Middle	463.15396	8.942988	27.998318	60.16295	20.3679	34.16535	4.9558234	135.37546	190.24088	27.277014	6.7168446	0.5406016	17.865183	64.161224	18.84041	25.519003	551.9074	1508.5233	113.5704	181.37193	165.99438	0.2394471	0.09581861	195.55249	55.386795	0.741109	139.51416	4.7335277	109.5653	11.189206	9.183584	5.9746733	3.398592	1.4201009	1065.6642	249.39113	2616.3284	4.289418
ASPIRIN	29 day	Middle	457.5996	8.873978	28.082205	59.98828	20.377636	34.141357	4.855461	136.18733	191.88878	27.340746	6.7481318	0.543447	17.889763	64.16895	18.880932	25.563585	556.8185	1524.194	113.122925	180.74655	167.43883	0.23824853	0.09646874	196.61865	54.622276	0.7292064	139.51212	4.729465	109.65403	11.15858	9.186728	5.9815083	3.3924778	1.4061471	1072.0364	248.73204	2644.1511	4.3121686
ASPIRIN	29 day	Middle	461.20203	8.81675	28.047647	59.942493	20.361906	34.129562	4.8752837	134.95567	191.20706	27.207973	6.75842	0.53818977	17.863052	64.342224	18.856556	25.590473	555.2853	1529.7689	114.19665	180.08925	167.54733	0.2396873	0.09658716	194.8711	54.366592	0.73570335	139.4905	4.762975	109.60442	11.158707	9.15505	5.982624	3.3935022	1.4059588	1055.3524	250.58728	2587.164	4.335264
ASPIRIN	29 day	Middle	465.07065	8.858168	27.85362	60.000862	20.388739	34.147804	4.932648	134.90862	189.14326	27.248585	6.7584386	0.54551435	17.98153	63.93416	18.852451	25.553738	554.811	1512.2805	113.62267	178.75888	167.1876	0.24019942	0.095699586	195.46829	54.989952	0.7352159	139.47203	4.7399044	109.538	11.167035	9.181659	5.975668	3.404851	1.4076895	1077.4398	250.2008	2629.11	4.3111954
ASPIRIN	29 day	Middle	463.88815	8.845744	28.052835	59.98462	20.387344	34.107613	4.984556	134.9074	186.82603	27.269926	6.725333	0.5403353	17.933655	64.23398	18.7602	25.700989	554.5089	1504.9979	114.351036	179.81532	166.35452	0.24238943	0.097226985	194.4681	54.969658	0.73056334	139.47816	4.710643	109.60986	11.173211	9.207559	5.971656	3.3892863	1.4156661	1056.3733	250.24045	2624.3076	4.3259683
ASPIRIN	29 day	Middle	459.80975	8.863936	28.061806	60.028103	20.360508	34.12294	4.876721	135.60356	190.12437	27.230701	6.7847657	0.54179245	17.910048	64.23964	18.88026	25.49759	551.81256	1522.0117	113.535355	180.16162	167.05724	0.23938109	0.096493416	196.37558	54.702538	0.728127	139.53679	4.7353563	109.575905	11.174842	9.200692	5.9593773	3.402045	1.416349	1063.0729	249.57649	2606.2292	4.3221393
ASPIRIN	29 day	Middle	462.8904	8.780191	28.087181	59.916283	20.35893	34.096535	4.888027	135.67395	190.19296	27.444231	6.646289	0.5459531	17.923893	64.0982	18.905058	25.554228	552.00757	1522.1245	113.32588	180.44757	166.63646	0.239116	0.0968214	196.19951	54.589314	0.73554975	139.51439	4.713066	109.59409	11.1776285	9.138311	5.9771466	3.3857098	1.40927	1065.9451	248.08246	2639.9717	4.316257
ASPIRIN	29 day	Middle	459.89932	8.7929735	28.123411	59.905445	20.383629	34.122345	4.851683	134.80844	192.15073	27.230173	6.7604513	0.5440223	17.852514	64.139565	18.81706	25.59319	556.0422	1511.7711	113.48223	180.17296	167.60341	0.23980391	0.09683901	195.10489	54.632164	0.7362268	139.49818	4.7448773	109.55863	11.162349	9.125811	5.984779	3.3809452	1.4074363	1057.1018	247.47061	2624.486	4.317116
ASPIRIN	29 day	Middle	460.9328	8.9018755	28.059517	60.016582	20.38127	34.116123	4.866497	136.38889	190.52405	27.13282	6.7526517	0.5435007	17.782446	64.317085	18.862602	25.548712	555.7379	1517.1812	113.60516	179.48692	168.0176	0.24048416	0.09637124	196.23317	54.751476	0.7299805	139.49533	4.7284527	109.658806	11.17802	9.158549	5.973543	3.391172	1.4131473	1069.9539	249.40631	2646.186	4.303725
ASPIRIN	29 day	Middle	460.32	8.831634	28.01246	60.002556	20.386688	34.14967	4.9002476	134.81702	191.75336	27.20274	6.7388167	0.5400948	17.944715	64.074814	18.809378	25.509026	555.7941	1522.3329	113.2442	180.59282	167.36748	0.23969865	0.09662004	195.4761	54.851746	0.7388581	139.49753	4.753302	109.625206	11.162029	9.16488	5.9864483	3.3788276	1.4075012	1058.2095	248.61597	2627.5483	4.323851
ASPIRIN	29 day	Middle	462.74814	8.896845	27.9314	60.02113	20.372286	34.142246	4.9419355	136.27954	191.0909	27.13367	6.664739	0.5453285	17.84507	64.35421	18.858067	25.667847	553.59094	1519.9443	113.84375	179.38165	167.11855	0.24121808	0.09643248	196.21632	54.86921	0.73282003	139.52406	4.7309484	109.51108	11.18005	9.223197	5.980849	3.3925393	1.4236399	1068.4884	251.33984	2617.7224	4.3003926
ASPIRIN	29 day	Middle	457.5153	8.78404	28.05603	59.89282	20.393837	34.10663	4.8365574	134.81694	190.13864	27.328026	6.762002	0.5432837	17.720747	63.870037	18.7552	25.618662	550.814	1513.0339	113.802704	182.89821	166.78534	0.23941636	0.09661481	194.61954	54.384277	0.7365221	139.51886	4.7282434	109.60919	11.180854	9.151727	5.9703217	3.391657	1.4084599	1069.2091	245.47513	2672.3066	4.2993054
ASPIRIN	29 day	Middle	459.92114	8.913267	28.042942	60.0289	20.368942	34.130676	4.8335414	135.37344	192.6476	27.224154	6.775287	0.54667246	17.907604	64.18608	18.980654	25.602726	554.15546	1513.0704	113.76174	180.33292	167.3865	0.23912285	0.09657808	195.73505	54.631844	0.73623717	139.52547	4.738785	109.58625	11.182454	9.200072	5.985572	3.393707	1.4140178	1070.8561	247.56004	2635.1987	4.2880416
ASPIRIN	29 day	Middle	460.88107	8.844984	28.080448	59.93444	20.36522	34.110264	4.877449	134.48203	191.8094	27.358156	6.7369103	0.54396784	17.797539	64.25601	18.801435	25.379646	553.8242	1526.4479	113.68015	180.04222	167.21594	0.23972915	0.09693403	196.94778	54.4423	0.7376464	139.49265	4.7525415	109.575165	11.167809	9.212329	5.9856052	3.3856697	1.4078374	1055.8473	249.42291	2612.5627	4.3622828
ASPIRIN	29 day	Middle	456.61975	8.859672	27.917263	60.048164	20.362766	34.12522	4.886195	134.25966	189.40372	27.328148	6.651321	0.5347469	17.895163	64.11055	18.793892	25.535154	551.94183	1519.4934	113.72447	179.86104	166.7684	0.23960805	0.096543625	195.2631	54.929455	0.7381635	139.50534	4.7373996	109.56686	11.153326	9.1512985	5.996393	3.3827994	1.4119155	1062.0853	250.42793	2606.2407	4.3235493
ASPIRIN	29 day	Middle	461.30545	8.834832	27.90035	60.044434	20.377663	34.11889	4.882395	134.82162	190.30803	27.238771	6.7287045	0.54024667	17.897064	63.9096	18.877174	25.593958	551.85626	1519.1359	113.7239	180.24881	167.3083	0.24174482	0.09653635	195.16138	54.5384	0.7340944	139.49377	4.743686	109.530045	11.165544	9.165207	5.971295	3.3841555	1.4159756	1066.8795	249.07068	2623.9055	4.3207293
ASPIRIN	29 day	Middle	458.49323	8.895533	28.010994	60.011997	20.363163	34.124645	4.845177	136.4514	192.02225	27.519167	6.673844	0.544241	17.85584	64.18852	18.884771	25.568089	552.72876	1528.7515	113.81328	180.60588	167.91159	0.23915051	0.09622615	194.9225	54.273937	0.73679405	139.50287	4.7403507	109.60783	11.155193	9.160533	5.9902687	3.388583	1.4099591	1067.7313	248.48361	2616.7026	4.2911115
ASPIRIN	29 day	Middle	461.31665	8.881099	28.023182	59.97145	20.360952	34.145367	4.8434353	134.63472	192.408	27.298218	6.722934	0.5450597	17.86967	63.999546	18.895998	25.538052	552.9622	1518.4489	113.16457	180.38164	167.72644	0.23965873	0.0967031	196.00542	54.546764	0.73894125	139.53	4.756665	109.53279	11.171577	9.173058	5.97836	3.3865576	1.4092495	1063.6539	248.8549	2617.4917	4.3183203
ASPIRIN	29 day	Middle	458.8159	8.827248	28.022503	59.932327	20.375877	34.105907	4.8905735	135.09245	191.61569	27.067795	6.766175	0.5426514	17.85915	64.13244	18.901798	25.586075	556.72144	1514.8445	113.68931	179.42404	168.25807	0.24126877	0.096835576	195.02583	54.67556	0.7306319	139.46127	4.741252	109.611786	11.166873	9.182898	5.9747143	3.3912854	1.4101248	1073.214	250.11299	2635.0356	4.308183
ASPIRIN	29 day	Middle	459.9053	8.807539	27.870459	60.04605	20.372135	34.131233	4.9068704	133.67389	189.47247	27.3737	6.7175	0.5422195	18.004286	64.074455	18.821415	25.617878	557.3581	1527.3447	113.88616	181.67212	166.73447	0.24093544	0.09641682	195.00484	55.136475	0.7320721	139.50555	4.739238	109.47538	11.174862	9.183964	5.9903793	3.375753	1.405521	1051.886	250.29543	2613.891	4.2955933
ASPIRIN	29 day	Middle	460.94745	8.837438	28.001364	59.90774	20.359339	34.11496	4.8976235	135.16528	189.91943	27.166956	6.739708	0.5444573	17.924652	63.928886	18.803188	25.56326	555.3484	1521.3053	113.108055	179.73071	167.00278	0.24050033	0.096273914	195.4607	54.46391	0.7350904	139.48534	4.73118	109.59244	11.183489	9.123197	5.979782	3.3899562	1.4088959	1072.7488	247.97656	2632.9849	4.3368626
ASPIRIN	29 day	Middle	460.6941	8.829632	27.969141	59.982323	20.400429	34.114067	4.8579197	134.94627	190.9535	27.22214	6.7297926	0.5409393	17.902689	64.14932	18.859388	25.759285	552.5021	1517.4286	113.8344	179.08212	167.43976	0.24109353	0.09640551	194.24272	54.600456	0.73019725	139.4812	4.730654	109.58087	11.172514	9.172132	5.990485	3.3838534	1.4115906	1059.7137	248.93147	2642.572	4.3119974
ASPIRIN	29 day	Middle	459.7831	8.939685	28.096115	59.97824	20.377262	34.131615	4.920335	137.05203	191.47055	26.862484	6.6973076	0.54982567	17.838182	64.35902	18.840162	25.769615	551.1368	1519.895	113.93621	177.39522	168.51277	0.24046639	0.09592337	194.75816	54.4955	0.73203325	139.50584	4.7402124	109.59003	11.177259	9.163588	5.971948	3.3975606	1.4198915	1069.3165	251.14247	2642.867	4.303111
ASPIRIN	29 day	Middle	461.4197	8.894373	27.853035	60.08686	20.391064	34.165592	4.8975735	135.99013	190.90933	27.18479	6.707892	0.5421001	17.915781	64.24685	18.854235	25.792112	555.67474	1513.1761	113.80954	180.35928	167.2331	0.2394506	0.09619763	194.58713	54.992374	0.73384166	139.51497	4.7494473	109.60249	11.175056	9.150013	5.975247	3.3864896	1.4177661	1062.3652	249.34436	2630.6602	4.25868
ASPIRIN	29 day	Middle	459.29828	8.835593	28.025108	59.950916	20.38857	34.108646	4.8922224	135.33232	190.79218	27.257547	6.71099	0.5392769	17.880264	64.251625	18.868988	25.6862	549.9753	1513.5515	113.4995	180.40654	167.53308	0.23888676	0.09686713	194.22957	54.7566	0.72627974	139.44673	4.738609	109.68825	11.153025	9.126948	5.9724336	3.3863924	1.4072701	1066.1271	247.84895	2660.2585	4.332222
ASPIRIN	29 day	Middle	461.82623	8.894085	28.021364	59.965355	20.353086	34.130737	4.9320526	135.32344	191.89676	27.462912	6.6742916	0.5398401	17.842024	64.25149	18.872215	25.578047	551.9635	1519.3947	113.158424	180.42378	167.3621	0.24015689	0.09688331	196.52846	54.689804	0.73546207	139.46649	4.733445	109.636505	11.1611395	9.183892	5.9858074	3.3869536	1.4173651	1063.5557	249.92285	2633.0984	4.321075
ASPIRIN	29 day	Middle	462.74496	8.856599	27.889381	60.02033	20.379261	34.142506	4.913954	135.9833	190.38348	27.124681	6.6963296	0.5459059	17.943949	64.15004	18.940596	25.63491	556.44257	1525.6526	113.38284	180.04485	167.00371	0.2412118	0.0967189	195.56377	54.654728	0.7349145	139.52872	4.739368	109.56003	11.179573	9.175487	5.973484	3.3949785	1.4130934	1071.1362	250.17955	2621.9814	4.3085995
ASPIRIN	29 day	Middle	466.614	8.907349	28.168634	60.0223	20.36561	34.12397	4.8948083	136.25754	190.85938	27.259243	6.7330184	0.54109865	17.944132	64.20112	18.920746	25.699833	550.9322	1513.4174	113.7355	180.32774	167.04492	0.24127564	0.09655948	195.12207	54.940407	0.73121274	139.50914	4.7341814	109.5858	11.184893	9.139703	5.972251	3.3938584	1.419962	1071.4991	248.99007	2623.205	4.295667
ASPIRIN	29 day	Middle	460.08	8.830666	28.040634	59.970875	20.350191	34.109295	4.8322372	134.9309	190.09964	27.205545	6.7816052	0.5378657	17.770443	64.12404	18.784784	25.527773	553.2687	1511.6642	113.77876	181.4399	166.93907	0.24102087	0.09659669	195.83745	54.856163	0.7305769	139.49606	4.7440467	109.59398	11.1923275	9.130056	5.966262	3.3910987	1.4165852	1062.6782	248.47414	2623.8118	4.3139505
ASPIRIN	29 day	Middle	460.6807	8.867963	27.88173	60.04307	20.362995	34.12631	4.8937187	135.44568	193.19304	27.294546	6.7478685	0.5429817	17.98126	64.00732	18.880898	25.556467	554.99713	1533.3024	113.35523	179.88823	167.80354	0.23945856	0.096051216	195.04108	54.454155	0.7351064	139.53732	4.7551026	109.60553	11.174887	9.150085	5.9823318	3.3839352	1.4033909	1067.2856	248.37654	2604.9236	4.2978783
ASPIRIN	29 day	Middle	461.8324	8.827787	27.921274	59.932503	20.382345	34.10959	4.8693013	135.41092	187.89557	27.13568	6.7416935	0.5485611	17.886835	63.967667	18.862835	25.419054	559.8974	1526.6001	113.31257	179.75441	168.0998	0.24199468	0.096487835	194.93306	54.294044	0.73099107	139.46072	4.735618	109.578445	11.169781	9.155145	5.9759355	3.3953607	1.4109873	1072.7633	248.41968	2608.3013	4.335216
ASPIRIN	29 day	Middle	463.54016	8.904576	28.164507	59.96761	20.369064	34.130287	4.84876	135.89635	191.88673	27.129662	6.752597	0.5428803	17.750349	64.249054	18.868776	25.571033	553.79004	1516.9813	113.61345	181.15251	168.12938	0.23899208	0.0967158	196.04475	54.53598	0.731685	139.51453	4.748219	109.649155	11.177564	9.169959	5.9702377	3.3948665	1.4210005	1054.991	249.24771	2621.7942	4.2994704
ASPIRIN	29 day	Middle	462.94418	8.7906475	27.912924	59.988052	20.36709	34.112938	4.9121313	133.70879	188.22353	27.308723	6.735408	0.54205275	17.832024	64.25908	18.73724	25.475887	554.2162	1521.0638	114.50773	180.7954	167.20029	0.24144809	0.09650813	195.10538	54.393276	0.74378866	139.48213	4.7501473	109.547905	11.186426	9.137318	5.9954987	3.3887842	1.4066772	1063.3007	249.96068	2613.0771	4.3399773
ASPIRIN	29 day	Middle	462.13055	8.9019165	28.056215	59.93108	20.39387	34.160545	4.866353	134.93823	191.06258	27.038883	6.728859	0.54223675	17.88457	63.939816	18.846136	25.593056	553.4532	1514.4291	113.06395	179.99727	167.15872	0.23784769	0.09675793	195.72632	54.581825	0.73964393	139.48682	4.745567	109.6164	11.157348	9.148651	5.985596	3.3877547	1.4104408	1062.6886	248.43608	2648.1794	4.339475
ASPIRIN	29 day	Middle	463.7458	8.91993	28.123352	60.094784	20.364311	34.136913	4.850162	134.62047	190.11995	27.490643	6.7989464	0.53596103	17.925306	64.22319	18.907461	25.572193	554.55725	1505.4673	113.72534	182.66013	166.83624	0.24189606	0.09654701	195.1365	55.402176	0.73603284	139.46683	4.7367034	109.53824	11.182026	9.135229	5.988742	3.3896332	1.4178778	1062.2504	249.0908	2618.1282	4.291945
ASPIRIN	29 day	Middle	460.49362	8.818963	27.942015	59.973667	20.358383	34.124638	4.864444	135.73079	193.07722	27.303196	6.692443	0.54160297	17.827642	64.04778	18.841988	25.684067	554.46954	1518.9594	113.71046	181.58075	167.05458	0.24055037	0.09632358	196.81937	54.583843	0.73406893	139.53706	4.738975	109.6134	11.187423	9.178293	5.978023	3.3858662	1.4168615	1065.5232	249.4548	2641.2122	4.292218
ASPIRIN	29 day	Middle	463.27356	8.899362	28.021984	60.024647	20.379835	34.113148	4.8433976	133.7955	188.81384	27.465687	6.734101	0.5357542	17.921173	64.04137	18.88121	25.643288	549.73785	1506.1239	113.93945	179.96095	167.4173	0.23909089	0.0954956	195.09482	55.615356	0.730798	139.4565	4.7261744	109.53618	11.176146	9.136555	5.9786777	3.3940315	1.4084917	1060.0912	250.86864	2639.8174	4.3066654
ASPIRIN	29 day	Middle	460.3386	8.908036	27.958252	60.067898	20.364704	34.13118	4.9261174	135.31009	190.83545	27.149847	6.7180533	0.53822315	18.072546	64.173416	18.864212	25.6216	551.67883	1515.7556	113.40925	178.63246	167.25175	0.23857969	0.09602855	195.26793	54.772213	0.73644155	139.50291	4.742759	109.63799	11.177622	9.134419	5.9765725	3.3881955	1.4081266	1066.9294	249.72157	2623.674	4.3130054
ASPIRIN	29 day	Middle	458.6823	8.816947	28.007078	59.936054	20.366148	34.10801	4.880837	134.35974	189.1117	27.205948	6.6786284	0.54220587	17.971716	64.36009	18.849167	25.484179	555.9044	1530.3828	113.49316	178.45291	167.31256	0.23940326	0.09690511	195.82736	54.237	0.735636	139.48434	4.7511272	109.558556	11.159598	9.171506	5.994127	3.3912408	1.4108837	1065.3252	249.34111	2578.417	4.361927
ASPIRIN	29 day	Middle	456.39328	8.803055	28.090326	59.901756	20.372034	34.104168	4.9262176	134.77335	191.05075	27.317852	6.654748	0.5342934	18.033728	64.17737	18.916273	25.639786	554.0102	1526.5731	113.08064	180.1895	167.61494	0.23883188	0.09656158	194.3335	54.41461	0.7295101	139.48885	4.745422	109.550865	11.148803	9.108437	5.972058	3.3809197	1.4053212	1056.5426	249.56702	2616.6208	4.3383517
ASPIRIN	29 day	Middle	462.92828	8.859759	28.004147	59.973267	20.361609	34.108894	4.898415	135.15204	189.11438	27.397547	6.7057447	0.54266626	17.803291	64.25498	18.8145	25.482407	551.95056	1522.1072	113.42912	181.27443	167.22333	0.23993354	0.09681175	196.0993	54.902237	0.7331177	139.47879	4.7325654	109.56325	11.170371	9.114023	5.9697943	3.3868492	1.416054	1058.0204	249.4574	2637.576	4.326593
ASPIRIN	29 day	Middle	456.9741	8.834096	28.016876	59.933323	20.360586	34.1357	4.821893	134.5652	193.11961	27.23582	6.7308426	0.54213905	17.880995	63.97708	18.91076	25.520231	556.9158	1518.1212	113.18547	180.72833	167.85576	0.23795295	0.096968554	195.81473	54.529808	0.74039143	139.51001	4.752276	109.639694	11.14721	9.168436	5.990019	3.3804145	1.4073864	1065.95	247.48555	2628.834	4.3034077
ASPIRIN	29 day	Middle	458.69257	8.845804	28.003258	60.0234	20.378277	34.157032	4.8670263	134.78072	190.4169	27.245846	6.685999	0.5382221	17.93326	64.028076	18.834793	25.654276	555.2187	1505.9553	113.31754	180.45573	166.53075	0.23947898	0.096814476	195.45654	55.077736	0.7361962	139.5086	4.734264	109.58793	11.180538	9.143385	5.9685707	3.393156	1.4195151	1068.2249	249.10233	2637.535	4.295455
ASPIRIN	29 day	Middle	458.8434	8.869141	27.974947	60.05268	20.372213	34.14121	4.9046354	134.8965	190.62816	27.181187	6.7535663	0.545289	17.984497	64.23119	18.837154	25.566418	554.8852	1519.6416	113.58102	179.80829	166.45392	0.23880742	0.096320905	195.3894	54.788807	0.7340059	139.52994	4.7353106	109.524895	11.171444	9.170984	5.977754	3.4019365	1.4138063	1068.067	248.37946	2604.9707	4.2861795
ASPIRIN	29 day	Middle	457.7796	8.814719	28.051775	60.033474	20.363937	34.132225	4.8781962	133.39462	192.56046	27.445522	6.7315006	0.54454964	17.863781	64.10746	18.930902	25.590084	554.3601	1514.7705	113.618	180.00916	167.1894	0.23942511	0.09591248	195.82677	55.256226	0.7368864	139.47913	4.739735	109.46792	11.16856	9.180909	5.969696	3.394929	1.4145175	1063.0521	248.07217	2608.0898	4.29312
ASPIRIN	29 day	Middle	462.66528	8.8988085	27.93153	60.08773	20.399704	34.13672	4.9231462	135.24353	189.4656	26.884413	6.720808	0.5419876	17.979452	64.00111	18.867373	25.682924	557.4114	1501.4683	114.17563	179.85005	167.35873	0.24199863	0.09658476	192.87918	55.14618	0.73498815	139.4685	4.7263803	109.59781	11.173246	9.16959	5.9854655	3.3908885	1.4208022	1062.2887	249.87944	2628.213	4.2822576
ASPIRIN	29 day	Middle	459.83823	8.836025	28.047377	59.991898	20.380539	34.143425	4.88833	135.01123	192.48738	27.175632	6.794448	0.5398307	17.88937	63.969788	18.919691	25.53455	556.61206	1510.2432	113.19084	180.17084	166.8035	0.24035163	0.09592648	195.73427	55.21338	0.73482746	139.49011	4.7353005	109.51175	11.1738205	9.157751	5.9662127	3.3967633	1.4122018	1068.1503	249.27939	2627.8794	4.3038826
ASPIRIN	29 day	Middle	461.58472	8.8291	27.983965	59.963463	20.36234	34.117874	4.879476	134.85637	189.37653	27.102808	6.774138	0.53773963	17.903458	64.00006	18.862606	25.484365	554.26764	1508.3997	113.81878	179.64864	166.90671	0.24009441	0.096267745	194.22583	54.878986	0.7375227	139.47333	4.7520638	109.5346	11.184821	9.107307	5.9675274	3.4003468	1.409447	1070.1294	248.96893	2605.948	4.314499
